voxel_index,region_id
531,5
532,5
533,5
534,5
535,5
536,5
537,5
538,5
539,5
540,2
541,2
542,2
543,2
544,2
545,2
546,2
547,5
548,5
549,5
550,5
551,5
552,5
553,5
554,5
555,5
556,5
557,5
558,2
559,2
560,2
561,2
562,2
563,5
564,5
565,5
566,5
567,5
568,5
569,5
570,5
571,5
572,5
573,5
574,5
575,5
576,5
577,5
578,5
579,5
580,5
581,5
582,5
583,5
584,5
585,5
586,5
587,5
588,5
589,5
590,5
591,5
592,5
593,5
594,5
595,5
596,5
597,5
598,5
599,5
600,5
601,5
602,5
603,5
604,5
605,5
606,5
607,5
608,5
609,5
610,5
611,5
612,1
613,1
614,1
615,1
616,1
617,1
618,1
619,1
620,1
621,1
622,1
623,1
624,1
625,1
626,1
627,1
628,1
629,1
630,1
631,1
632,1
633,1
634,1
635,1
636,1
637,1
638,1
639,1
640,1
641,1
642,1
643,1
644,1
645,1
646,1
647,0
648,0
649,0
650,1
651,1
652,1
653,0
654,0
655,0
656,0
657,0
658,0
659,0
660,0
661,0
662,0
663,0
664,0
665,0
666,0
667,0
668,0
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,0
680,0
681,0
682,0
683,0
684,0
685,0
686,0
687,0
688,0
689,0
690,0
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,0
699,6
700,6
701,0
702,0
703,0
704,0
705,0
706,0
707,6
708,6
709,6
710,5
711,5
712,5
713,0
714,0
715,0
716,0
717,0
718,0
719,6
720,6
721,6
722,5
723,5
724,5
725,5
726,5
727,0
728,0
729,0
730,0
731,0
732,2
733,6
734,6
735,6
736,5
737,5
738,5
739,5
740,5
741,5
742,0
743,0
744,0
745,0
746,0
747,2
748,2
749,2
750,6
751,6
752,6
753,5
754,5
755,5
756,5
757,5
758,5
759,0
760,0
761,0
762,0
763,2
764,2
765,2
766,2
767,2
768,6
769,5
770,5
771,5
772,5
773,5
774,5
775,5
776,5
777,0
778,0
779,0
780,2
781,2
782,2
783,2
784,2
785,5
786,5
787,5
788,5
789,5
790,5
791,5
792,5
793,5
794,5
795,5
796,2
797,2
798,2
799,2
800,2
801,2
802,2
803,5
804,5
805,5
806,5
807,5
808,5
809,5
810,5
811,5
812,5
813,5
814,2
815,2
816,2
817,2
818,2
819,2
820,2
821,5
822,5
823,5
824,5
825,5
826,5
827,5
828,5
829,5
830,5
831,5
832,2
833,2
834,2
835,2
836,2
837,2
838,5
839,5
840,5
841,5
842,5
843,5
844,5
845,5
846,5
847,5
848,5
849,5
850,5
851,5
852,5
853,5
854,5
855,5
856,5
857,5
858,5
859,5
860,5
861,5
862,5
863,5
864,5
865,5
866,5
867,5
868,5
869,5
870,5
871,5
872,5
873,5
874,5
875,5
876,5
877,5
878,5
879,5
880,5
881,5
882,5
883,5
884,5
885,5
886,5
887,5
888,5
889,5
890,5
891,5
892,5
893,5
894,5
895,5
896,5
897,5
898,5
899,5
900,5
901,5
902,5
903,5
904,5
905,5
906,5
907,5
908,5
909,5
910,5
911,1
912,1
913,1
914,1
915,1
916,1
917,1
918,1
919,1
920,1
921,1
922,1
923,1
924,1
925,1
926,1
927,1
928,1
929,1
930,1
931,1
932,1
933,1
934,1
935,1
936,1
937,0
938,0
939,0
940,0
941,1
942,1
943,1
944,1
945,1
946,1
947,0
948,0
949,0
950,0
951,1
952,1
953,1
954,1
955,1
956,0
957,0
958,0
959,0
960,0
961,0
962,0
963,0
964,0
965,0
966,0
967,0
968,0
969,0
970,0
971,0
972,0
973,0
974,0
975,0
976,0
977,0
978,0
979,0
980,0
981,0
982,0
983,0
984,0
985,0
986,0
987,0
988,0
989,0
990,0
991,0
992,0
993,0
994,0
995,6
996,6
997,6
998,6
999,0
1000,0
1001,0
1002,0
1003,0
1004,0
1005,6
1006,6
1007,6
1008,6
1009,6
1010,0
1011,0
1012,0
1013,0
1014,0
1015,2
1016,2
1017,6
1018,6
1019,6
1020,6
1021,6
1022,0
1023,0
1024,0
1025,0
1026,0
1027,0
1028,2
1029,2
1030,2
1031,6
1032,6
1033,6
1034,6
1035,6
1036,6
1037,5
1038,5
1039,5
1040,0
1041,0
1042,0
1043,0
1044,2
1045,2
1046,2
1047,2
1048,2
1049,6
1050,6
1051,6
1052,6
1053,6
1054,5
1055,5
1056,5
1057,5
1058,5
1059,0
1060,0
1061,0
1062,2
1063,2
1064,2
1065,2
1066,2
1067,2
1068,6
1069,6
1070,6
1071,6
1072,5
1073,5
1074,5
1075,5
1076,5
1077,2
1078,2
1079,2
1080,2
1081,2
1082,2
1083,2
1084,2
1085,6
1086,6
1087,6
1088,5
1089,5
1090,5
1091,5
1092,5
1093,5
1094,2
1095,2
1096,2
1097,2
1098,2
1099,2
1100,2
1101,5
1102,5
1103,5
1104,5
1105,5
1106,5
1107,5
1108,5
1109,5
1110,2
1111,2
1112,2
1113,2
1114,2
1115,2
1116,5
1117,5
1118,5
1119,5
1120,5
1121,5
1122,5
1123,5
1124,5
1125,5
1126,5
1127,5
1128,5
1129,5
1130,5
1131,5
1132,5
1133,5
1134,5
1135,5
1136,5
1137,5
1138,5
1139,5
1140,5
1141,5
1142,5
1143,5
1144,5
1145,5
1146,5
1147,5
1148,5
1149,5
1150,5
1151,5
1152,5
1153,5
1154,5
1155,5
1156,5
1157,5
1158,5
1159,5
1160,5
1161,5
1162,5
1163,5
1164,5
1165,5
1166,5
1167,5
1168,5
1169,5
1170,5
1171,5
1172,5
1173,5
1174,5
1175,5
1176,5
1177,5
1178,5
1179,5
1180,5
1181,5
1182,5
1183,5
1184,5
1185,5
1186,5
1187,5
1188,5
1189,5
1190,5
1191,5
1192,5
1193,5
1194,5
1195,5
1196,5
1197,5
1198,5
1199,5
1200,5
1201,5
1202,5
1203,1
1204,1
1205,1
1206,1
1207,1
1208,1
1209,1
1210,1
1211,1
1212,1
1213,1
1214,1
1215,1
1216,1
1217,0
1218,0
1219,1
1220,1
1221,1
1222,1
1223,1
1224,1
1225,0
1226,0
1227,0
1228,1
1229,1
1230,1
1231,1
1232,1
1233,1
1234,1
1235,0
1236,0
1237,0
1238,0
1239,1
1240,1
1241,1
1242,1
1243,1
1244,1
1245,0
1246,0
1247,1
1248,1
1249,1
1250,1
1251,1
1252,0
1253,0
1254,1
1255,0
1256,0
1257,0
1258,3
1259,3
1260,0
1261,0
1262,3
1263,0
1264,0
1265,0
1266,0
1267,0
1268,0
1269,0
1270,0
1271,0
1272,0
1273,0
1274,0
1275,0
1276,0
1277,0
1278,0
1279,0
1280,0
1281,0
1282,0
1283,0
1284,0
1285,0
1286,0
1287,0
1288,0
1289,0
1290,0
1291,0
1292,6
1293,6
1294,6
1295,6
1296,0
1297,0
1298,0
1299,0
1300,0
1301,2
1302,2
1303,6
1304,6
1305,6
1306,6
1307,6
1308,0
1309,0
1310,0
1311,0
1312,0
1313,2
1314,2
1315,2
1316,6
1317,6
1318,6
1319,6
1320,6
1321,6
1322,6
1323,0
1324,0
1325,0
1326,0
1327,2
1328,2
1329,2
1330,2
1331,2
1332,6
1333,6
1334,6
1335,6
1336,6
1337,6
1338,6
1339,0
1340,0
1341,2
1342,2
1343,2
1344,2
1345,2
1346,2
1347,6
1348,6
1349,6
1350,6
1351,6
1352,6
1353,2
1354,2
1355,2
1356,2
1357,2
1358,2
1359,2
1360,2
1361,6
1362,6
1363,6
1364,6
1365,6
1366,6
1367,5
1368,5
1369,2
1370,2
1371,2
1372,2
1373,2
1374,2
1375,2
1376,6
1377,6
1378,6
1379,6
1380,5
1381,5
1382,5
1383,5
1384,2
1385,2
1386,2
1387,2
1388,2
1389,2
1390,6
1391,6
1392,5
1393,5
1394,5
1395,5
1396,5
1397,5
1398,5
1399,5
1400,5
1401,5
1402,5
1403,5
1404,5
1405,5
1406,5
1407,5
1408,5
1409,5
1410,5
1411,5
1412,5
1413,5
1414,5
1415,5
1416,5
1417,5
1418,5
1419,5
1420,5
1421,5
1422,5
1423,5
1424,5
1425,5
1426,5
1427,5
1428,5
1429,5
1430,5
1431,5
1432,5
1433,5
1434,5
1435,5
1436,5
1437,5
1438,5
1439,5
1440,5
1441,5
1442,5
1443,5
1444,5
1445,5
1446,5
1447,5
1448,5
1449,5
1450,5
1451,5
1452,5
1453,5
1454,5
1455,5
1456,5
1457,5
1458,5
1459,5
1460,5
1461,5
1462,5
1463,5
1464,5
1465,5
1466,5
1467,5
1468,5
1469,5
1470,5
1471,5
1472,5
1473,5
1474,5
1475,5
1476,5
1477,1
1478,1
1479,1
1480,1
1481,1
1482,0
1483,1
1484,1
1485,1
1486,1
1487,1
1488,1
1489,0
1490,0
1491,0
1492,1
1493,1
1494,1
1495,1
1496,1
1497,1
1498,0
1499,0
1500,0
1501,1
1502,1
1503,1
1504,1
1505,1
1506,1
1507,1
1508,3
1509,1
1510,1
1511,1
1512,1
1513,1
1514,1
1515,0
1516,3
1517,3
1518,3
1519,1
1520,1
1521,1
1522,1
1523,1
1524,0
1525,3
1526,3
1527,3
1528,3
1529,3
1530,1
1531,1
1532,1
1533,1
1534,3
1535,3
1536,3
1537,3
1538,3
1539,3
1540,1
1541,1
1542,3
1543,3
1544,3
1545,3
1546,3
1547,3
1548,3
1549,3
1550,3
1551,3
1552,3
1553,3
1554,3
1555,3
1556,3
1557,3
1558,3
1559,3
1560,3
1561,0
1562,3
1563,3
1564,3
1565,3
1566,3
1567,3
1568,0
1569,0
1570,0
1571,3
1572,3
1573,3
1574,0
1575,0
1576,0
1577,0
1578,0
1579,0
1580,0
1581,0
1582,0
1583,0
1584,0
1585,0
1586,0
1587,0
1588,6
1589,0
1590,0
1591,0
1592,0
1593,2
1594,2
1595,6
1596,6
1597,6
1598,6
1599,0
1600,0
1601,0
1602,0
1603,0
1604,2
1605,2
1606,2
1607,6
1608,6
1609,6
1610,6
1611,6
1612,6
1613,0
1614,0
1615,0
1616,2
1617,2
1618,2
1619,2
1620,2
1621,6
1622,6
1623,6
1624,6
1625,6
1626,6
1627,6
1628,2
1629,2
1630,2
1631,2
1632,2
1633,2
1634,6
1635,6
1636,6
1637,6
1638,6
1639,6
1640,6
1641,2
1642,2
1643,2
1644,2
1645,2
1646,2
1647,2
1648,6
1649,6
1650,6
1651,6
1652,6
1653,6
1654,6
1655,2
1656,2
1657,2
1658,2
1659,2
1660,2
1661,2
1662,6
1663,6
1664,6
1665,6
1666,6
1667,6
1668,2
1669,2
1670,2
1671,2
1672,6
1673,6
1674,6
1675,6
1676,6
1677,5
1678,6
1679,6
1680,6
1681,6
1682,5
1683,5
1684,5
1685,5
1686,5
1687,5
1688,5
1689,5
1690,5
1691,5
1692,5
1693,5
1694,5
1695,5
1696,5
1697,5
1698,5
1699,5
1700,5
1701,5
1702,5
1703,5
1704,5
1705,5
1706,5
1707,5
1708,5
1709,5
1710,5
1711,5
1712,5
1713,5
1714,5
1715,5
1716,5
1717,5
1718,5
1719,5
1720,5
1721,5
1722,5
1723,5
1724,5
1725,5
1726,5
1727,5
1728,5
1729,5
1730,5
1731,5
1732,5
1733,5
1734,5
1735,5
1736,5
1737,5
1738,5
1739,5
1740,5
1741,5
1742,5
1743,5
1744,5
1745,5
1746,5
1747,0
1748,1
1749,1
1750,1
1751,0
1752,0
1753,0
1754,1
1755,1
1756,1
1757,1
1758,1
1759,0
1760,0
1761,0
1762,1
1763,1
1764,1
1765,1
1766,1
1767,1
1768,3
1769,3
1770,3
1771,1
1772,1
1773,1
1774,1
1775,1
1776,1
1777,3
1778,3
1779,3
1780,3
1781,1
1782,1
1783,1
1784,1
1785,1
1786,1
1787,3
1788,3
1789,3
1790,3
1791,3
1792,3
1793,1
1794,1
1795,1
1796,1
1797,1
1798,3
1799,3
1800,3
1801,3
1802,3
1803,3
1804,3
1805,1
1806,1
1807,1
1808,1
1809,3
1810,3
1811,3
1812,3
1813,3
1814,3
1815,3
1816,3
1817,3
1818,1
1819,1
1820,1
1821,3
1822,3
1823,3
1824,3
1825,3
1826,3
1827,3
1828,3
1829,1
1830,1
1831,1
1832,3
1833,3
1834,3
1835,3
1836,3
1837,3
1838,3
1839,3
1840,3
1841,1
1842,1
1843,3
1844,3
1845,3
1846,3
1847,3
1848,3
1849,3
1850,3
1851,3
1852,3
1853,3
1854,3
1855,3
1856,3
1857,3
1858,3
1859,0
1860,0
1861,0
1862,3
1863,3
1864,3
1865,3
1866,3
1867,3
1868,0
1869,0
1870,0
1871,0
1872,3
1873,3
1874,3
1875,3
1876,0
1877,0
1878,0
1879,0
1880,0
1881,0
1882,0
1883,0
1884,2
1885,0
1886,0
1887,0
1888,0
1889,2
1890,2
1891,2
1892,6
1893,6
1894,6
1895,6
1896,0
1897,0
1898,0
1899,2
1900,2
1901,2
1902,2
1903,6
1904,6
1905,6
1906,6
1907,6
1908,2
1909,2
1910,2
1911,2
1912,2
1913,2
1914,6
1915,6
1916,6
1917,6
1918,6
1919,6
1920,2
1921,2
1922,2
1923,2
1924,2
1925,6
1926,6
1927,6
1928,6
1929,6
1930,6
1931,6
1932,2
1933,2
1934,2
1935,2
1936,2
1937,6
1938,6
1939,6
1940,6
1941,6
1942,6
1943,6
1944,2
1945,6
1946,6
1947,6
1948,6
1949,6
1950,6
1951,6
1952,6
1953,6
1954,6
1955,6
1956,6
1957,5
1958,5
1959,6
1960,6
1961,6
1962,4
1963,5
1964,5
1965,5
1966,5
1967,5
1968,5
1969,5
1970,5
1971,4
1972,4
1973,5
1974,5
1975,5
1976,5
1977,5
1978,5
1979,5
1980,5
1981,4
1982,4
1983,5
1984,5
1985,5
1986,5
1987,5
1988,5
1989,5
1990,5
1991,4
1992,4
1993,4
1994,5
1995,5
1996,5
1997,5
1998,5
1999,5
2000,4
2001,4
2002,4
2003,5
2004,5
2005,5
2006,5
2007,5
2008,4
2009,4
2010,4
2011,5
2012,5
2013,5
2014,4
2015,4
2016,4
2017,4
2018,4
2019,4
2020,4
2021,4
2022,4
2023,4
2024,4
2025,4
2026,4
2027,4
2028,4
2029,0
2030,0
2031,1
2032,1
2033,0
2034,0
2035,1
2036,1
2037,1
2038,1
2039,3
2040,3
2041,3
2042,3
2043,1
2044,1
2045,1
2046,1
2047,1
2048,3
2049,3
2050,3
2051,3
2052,3
2053,1
2054,1
2055,1
2056,1
2057,1
2058,3
2059,3
2060,3
2061,3
2062,3
2063,3
2064,3
2065,1
2066,1
2067,1
2068,1
2069,1
2070,3
2071,3
2072,3
2073,3
2074,3
2075,3
2076,3
2077,3
2078,1
2079,1
2080,1
2081,1
2082,3
2083,3
2084,3
2085,3
2086,3
2087,3
2088,3
2089,3
2090,3
2091,1
2092,1
2093,1
2094,1
2095,1
2096,3
2097,3
2098,3
2099,3
2100,3
2101,3
2102,3
2103,3
2104,3
2105,3
2106,1
2107,1
2108,1
2109,1
2110,3
2111,3
2112,3
2113,3
2114,3
2115,3
2116,3
2117,3
2118,3
2119,3
2120,1
2121,1
2122,1
2123,1
2124,3
2125,3
2126,3
2127,3
2128,3
2129,3
2130,3
2131,3
2132,3
2133,3
2134,3
2135,1
2136,1
2137,1
2138,3
2139,3
2140,3
2141,3
2142,3
2143,3
2144,3
2145,3
2146,3
2147,1
2148,1
2149,3
2150,3
2151,3
2152,3
2153,3
2154,3
2155,3
2156,3
2157,1
2158,1
2159,0
2160,0
2161,3
2162,3
2163,3
2164,3
2165,3
2166,3
2167,3
2168,3
2169,4
2170,1
2171,0
2172,0
2173,0
2174,3
2175,3
2176,3
2177,3
2178,3
2179,3
2180,3
2181,4
2182,4
2183,1
2184,0
2185,0
2186,0
2187,3
2188,3
2189,3
2190,3
2191,3
2192,4
2193,4
2194,0
2195,0
2196,0
2197,2
2198,2
2199,3
2200,3
2201,3
2202,3
2203,4
2204,4
2205,0
2206,0
2207,2
2208,2
2209,2
2210,6
2211,6
2212,4
2213,4
2214,4
2215,2
2216,2
2217,2
2218,2
2219,6
2220,6
2221,6
2222,6
2223,4
2224,4
2225,4
2226,2
2227,2
2228,2
2229,2
2230,2
2231,6
2232,6
2233,6
2234,6
2235,6
2236,4
2237,4
2238,4
2239,2
2240,2
2241,2
2242,6
2243,6
2244,6
2245,6
2246,6
2247,6
2248,4
2249,4
2250,4
2251,4
2252,6
2253,6
2254,6
2255,6
2256,6
2257,6
2258,4
2259,4
2260,4
2261,4
2262,6
2263,6
2264,6
2265,6
2266,6
2267,6
2268,4
2269,4
2270,4
2271,4
2272,6
2273,6
2274,6
2275,6
2276,4
2277,4
2278,4
2279,4
2280,5
2281,5
2282,5
2283,5
2284,5
2285,6
2286,6
2287,4
2288,4
2289,4
2290,4
2291,5
2292,5
2293,5
2294,5
2295,5
2296,5
2297,4
2298,4
2299,4
2300,4
2301,4
2302,5
2303,5
2304,5
2305,5
2306,5
2307,4
2308,4
2309,4
2310,4
2311,4
2312,5
2313,5
2314,5
2315,5
2316,4
2317,4
2318,4
2319,4
2320,4
2321,4
2322,5
2323,5
2324,4
2325,4
2326,4
2327,4
2328,4
2329,4
2330,4
2331,4
2332,4
2333,4
2334,4
2335,4
2336,4
2337,4
2338,4
2339,4
2340,4
2341,4
2342,4
2343,4
2344,4
2345,4
2346,4
2347,4
2348,4
2349,4
2350,4
2351,4
2352,4
2353,4
2354,4
2355,4
2356,4
2357,4
2358,4
2359,4
2360,4
2361,4
2362,1
2363,4
2364,4
2365,1
2366,1
2367,1
2368,1
2369,1
2370,1
2371,1
2372,1
2373,1
2374,1
2375,1
2376,1
2377,0
2378,0
2379,0
2380,0
2381,1
2382,3
2383,3
2384,3
2385,1
2386,1
2387,1
2388,1
2389,3
2390,3
2391,3
2392,3
2393,3
2394,3
2395,1
2396,1
2397,1
2398,1
2399,3
2400,3
2401,3
2402,3
2403,3
2404,3
2405,3
2406,3
2407,1
2408,1
2409,1
2410,1
2411,3
2412,3
2413,3
2414,3
2415,3
2416,3
2417,3
2418,3
2419,1
2420,1
2421,1
2422,1
2423,3
2424,3
2425,3
2426,3
2427,3
2428,3
2429,3
2430,3
2431,3
2432,1
2433,1
2434,1
2435,1
2436,3
2437,3
2438,3
2439,3
2440,3
2441,3
2442,3
2443,3
2444,3
2445,3
2446,1
2447,1
2448,1
2449,1
2450,3
2451,3
2452,3
2453,3
2454,3
2455,3
2456,3
2457,3
2458,3
2459,3
2460,3
2461,1
2462,1
2463,1
2464,1
2465,3
2466,3
2467,3
2468,3
2469,3
2470,3
2471,3
2472,3
2473,3
2474,3
2475,3
2476,1
2477,1
2478,1
2479,1
2480,3
2481,3
2482,3
2483,3
2484,3
2485,3
2486,3
2487,3
2488,3
2489,3
2490,3
2491,1
2492,1
2493,1
2494,3
2495,3
2496,3
2497,3
2498,3
2499,3
2500,3
2501,3
2502,3
2503,3
2504,1
2505,1
2506,1
2507,3
2508,3
2509,3
2510,3
2511,3
2512,3
2513,3
2514,3
2515,3
2516,3
2517,1
2518,1
2519,1
2520,3
2521,3
2522,3
2523,3
2524,3
2525,3
2526,3
2527,3
2528,1
2529,1
2530,0
2531,0
2532,3
2533,3
2534,3
2535,3
2536,3
2537,3
2538,3
2539,3
2540,4
2541,1
2542,1
2543,0
2544,0
2545,3
2546,3
2547,3
2548,3
2549,3
2550,3
2551,3
2552,4
2553,4
2554,1
2555,1
2556,0
2557,2
2558,3
2559,3
2560,3
2561,3
2562,3
2563,4
2564,4
2565,1
2566,1
2567,2
2568,2
2569,6
2570,6
2571,3
2572,3
2573,3
2574,4
2575,4
2576,4
2577,1
2578,1
2579,2
2580,2
2581,6
2582,6
2583,6
2584,6
2585,4
2586,4
2587,4
2588,1
2589,1
2590,6
2591,6
2592,6
2593,6
2594,6
2595,4
2596,4
2597,4
2598,4
2599,1
2600,1
2601,6
2602,6
2603,6
2604,6
2605,6
2606,4
2607,4
2608,4
2609,4
2610,1
2611,6
2612,6
2613,6
2614,6
2615,4
2616,4
2617,4
2618,4
2619,4
2620,1
2621,6
2622,6
2623,6
2624,6
2625,4
2626,4
2627,4
2628,4
2629,4
2630,5
2631,5
2632,6
2633,6
2634,6
2635,4
2636,4
2637,4
2638,4
2639,4
2640,5
2641,5
2642,5
2643,4
2644,4
2645,4
2646,4
2647,4
2648,4
2649,5
2650,5
2651,5
2652,4
2653,4
2654,4
2655,4
2656,4
2657,4
2658,4
2659,4
2660,4
2661,4
2662,4
2663,4
2664,4
2665,4
2666,7
2667,4
2668,4
2669,4
2670,4
2671,4
2672,4
2673,4
2674,4
2675,4
2676,4
2677,7
2678,7
2679,4
2680,4
2681,4
2682,4
2683,4
2684,4
2685,4
2686,4
2687,4
2688,4
2689,4
2690,4
2691,4
2692,4
2693,4
2694,4
2695,4
2696,4
2697,4
2698,1
2699,1
2700,4
2701,4
2702,4
2703,4
2704,4
2705,4
2706,4
2707,4
2708,4
2709,1
2710,1
2711,4
2712,4
2713,4
2714,4
2715,4
2716,4
2717,1
2718,1
2719,1
2720,1
2721,1
2722,1
2723,1
2724,1
2725,1
2726,1
2727,1
2728,1
2729,1
2730,1
2731,1
2732,1
2733,1
2734,1
2735,1
2736,0
2737,3
2738,3
2739,3
2740,3
2741,3
2742,3
2743,3
2744,3
2745,3
2746,1
2747,1
2748,3
2749,3
2750,3
2751,3
2752,3
2753,3
2754,3
2755,1
2756,1
2757,1
2758,3
2759,3
2760,3
2761,3
2762,3
2763,3
2764,3
2765,3
2766,1
2767,1
2768,1
2769,1
2770,3
2771,3
2772,3
2773,3
2774,3
2775,3
2776,3
2777,3
2778,3
2779,1
2780,1
2781,1
2782,3
2783,3
2784,3
2785,3
2786,3
2787,3
2788,3
2789,3
2790,3
2791,3
2792,1
2793,1
2794,1
2795,1
2796,3
2797,3
2798,3
2799,3
2800,3
2801,3
2802,3
2803,3
2804,3
2805,3
2806,1
2807,1
2808,1
2809,3
2810,3
2811,3
2812,3
2813,3
2814,3
2815,3
2816,3
2817,3
2818,3
2819,3
2820,1
2821,1
2822,1
2823,1
2824,3
2825,3
2826,3
2827,3
2828,3
2829,3
2830,3
2831,3
2832,3
2833,3
2834,3
2835,1
2836,1
2837,1
2838,1
2839,3
2840,3
2841,3
2842,3
2843,3
2844,3
2845,3
2846,3
2847,3
2848,3
2849,1
2850,1
2851,1
2852,1
2853,3
2854,3
2855,3
2856,3
2857,3
2858,3
2859,3
2860,3
2861,3
2862,3
2863,1
2864,1
2865,1
2866,1
2867,3
2868,3
2869,3
2870,3
2871,3
2872,3
2873,3
2874,3
2875,3
2876,3
2877,1
2878,1
2879,1
2880,3
2881,3
2882,3
2883,3
2884,3
2885,3
2886,3
2887,3
2888,3
2889,1
2890,1
2891,1
2892,3
2893,3
2894,3
2895,3
2896,3
2897,3
2898,3
2899,3
2900,1
2901,1
2902,1
2903,3
2904,3
2905,3
2906,3
2907,3
2908,3
2909,3
2910,3
2911,1
2912,1
2913,1
2914,3
2915,3
2916,3
2917,3
2918,3
2919,3
2920,4
2921,4
2922,1
2923,1
2924,1
2925,6
2926,6
2927,3
2928,3
2929,3
2930,3
2931,4
2932,4
2933,4
2934,1
2935,1
2936,1
2937,6
2938,6
2939,4
2940,4
2941,4
2942,4
2943,1
2944,1
2945,1
2946,6
2947,6
2948,4
2949,4
2950,4
2951,4
2952,1
2953,1
2954,6
2955,6
2956,6
2957,4
2958,4
2959,4
2960,4
2961,4
2962,1
2963,1
2964,6
2965,6
2966,6
2967,4
2968,4
2969,4
2970,4
2971,4
2972,4
2973,1
2974,1
2975,4
2976,4
2977,4
2978,4
2979,4
2980,1
2981,7
2982,7
2983,7
2984,4
2985,4
2986,4
2987,4
2988,4
2989,4
2990,1
2991,1
2992,7
2993,7
2994,4
2995,4
